NOME;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT
MARCIANO VILLA;2009-09-22;2014-06-25;CANCELAMENTO A PEDIDO;CANCELADA;2014-06-25
MARCIO ADRIANO ALMEIDA DOS SANTOS;2017-05-05;2020-02-04;CANCELAMENTO A PEDIDO;CANCELADA;2020-02-05
MARCIO ALBERTON ALEXANDRE;2021-07-27;2021-11-11;CANCELAMENTO A PEDIDO;CANCELADA;2021-11-12
MARCIO ALEXANDRE CASAL DI CREDICO;2018-01-15;;;EM FUNCIONAMENTO NORMAL;2018-01-15
MARCIO ALMEIDA DE ASSIS;2018-01-02;;;EM FUNCIONAMENTO NORMAL;2018-01-02
MÁRCIO ALOISIO HOFF;2008-11-04;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO ALVES BALTAZAR DA SILVEIRA;2019-11-29;2021-05-12;CANCELAMENTO A PEDIDO;CANCELADA;2021-05-13
MARCIO ALVES DE OLIVEIRA;2010-02-10;;;EM FUNCIONAMENTO NORMAL;2010-02-10
MÁRCIO ANDRÉ ARNOLD;2010-01-07;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO ANDRE BERNARDES;2004-01-19;2009-05-14;CANCELAMENTO A PEDIDO;CANCELADA;2009-05-14
MARCIO ANDRÉ CAETANO ALVES;2019-06-13;;;EM FUNCIONAMENTO NORMAL;2019-06-13
MÁRCIO ANDRÉ MIEZA;2011-04-12;2016-12-27;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-28
MÁRCIO ANTÔNIO DELLA MÉA CATTAPAN;2022-03-07;;;EM FUNCIONAMENTO NORMAL;2022-03-07
MARCIO APARECIDO ARAUJO;2019-09-05;2022-04-14;CANCELAMENTO A PEDIDO;CANCELADA;2022-04-15
MARCIO AZEVEDO CARVALHO;2019-01-03;;;EM FUNCIONAMENTO NORMAL;2019-01-03
MÁRCIO BAENA BRAGA;2012-02-29;;;EM FUNCIONAMENTO NORMAL;2012-02-29
MARCIO BAMONTE QUADRADO;2004-12-01;2017-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2017-03-31
MARCIO BANDEIRA DE AZEVEDO;2006-05-10;2014-04-09;CANCELAMENTO A PEDIDO;CANCELADA;2014-04-09
MARCIO BARREIRA CAMPELLO;2021-04-13;;;EM FUNCIONAMENTO NORMAL;2021-04-13
MARCIO BARREIRA DE AYROSA MOREIRA;2017-08-01;2018-03-13;CANCELAMENTO A PEDIDO;CANCELADA;2018-03-14
MARCIO BARTKEVICIUS CRUZ;2020-07-03;;;EM FUNCIONAMENTO NORMAL;2020-07-03
MARCIO BOTELHO DE OLIVEIRA;2021-03-02;;;EM FUNCIONAMENTO NORMAL;2021-03-02
MARCIO BRANDAO LAGE;2018-02-22;;;EM FUNCIONAMENTO NORMAL;2018-02-22
MARCIO BRUNO CASTRO PEREIRA;2018-04-04;;;EM FUNCIONAMENTO NORMAL;2018-04-04
MARCIO BUENO FABIAN;2018-05-18;;;EM FUNCIONAMENTO NORMAL;2018-05-18
MARCIO CAMOLESI DE ALMEIDA;2017-01-02;;;EM FUNCIONAMENTO NORMAL;2017-01-02
MARCIO CANOSA SOARES;2008-11-06;2010-03-16;CANCELAMENTO A PEDIDO;CANCELADA;2010-03-16
MARCIO CARDOSO RENNER;2013-10-02;2016-12-08;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-09
MARCIO CARDOSO RENNER;2020-05-06;;;EM FUNCIONAMENTO NORMAL;2020-05-06
MARCIO CASSETTARI JUNIOR;2021-07-27;;;EM FUNCIONAMENTO NORMAL;2021-07-27
MARCIO CELESTE BACCHI;2007-10-15;2015-09-08;CANCELAMENTO A PEDIDO;CANCELADA;2015-09-08
MARCIO CESAR SILVA DE MELLO;2005-02-03;;;EM FUNCIONAMENTO NORMAL;2005-02-03
MARCIO COUTO E SILVA;2020-01-28;2021-08-09;CANCELAMENTO A PEDIDO;CANCELADA;2021-08-10
MÁRCIO D´AMATO;2018-12-19;;;EM FUNCIONAMENTO NORMAL;2018-12-19
MARCIO DA CRUZ MOULIE CORREA;2022-06-17;;;EM FUNCIONAMENTO NORMAL;2022-06-17
MÁRCIO DA SILVA BRITO;2021-04-29;2022-04-28;CANCELAMENTO A PEDIDO;CANCELADA;2022-04-29
MÁRCIO DALLA COSTA;2019-08-02;2020-06-25;CANCELAMENTO A PEDIDO;CANCELADA;2020-06-26
MARCIO DALMAZO;2021-04-19;;;EM FUNCIONAMENTO NORMAL;2021-04-19
MÁRCIO DANIEL WOICIK;2017-05-04;2019-09-25;CANCELAMENTO A PEDIDO;CANCELADA;2019-09-26
MARCIO DANTAS DE AMORIM;2019-08-02;;;EM FUNCIONAMENTO NORMAL;2019-08-02
MARCIO DE AGUIAR;2011-12-14;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO DE ARAUJO AQUINO;2021-10-04;;;EM FUNCIONAMENTO NORMAL;2021-10-04
MARCIO DE BRITTO PEREIRA DUARTE;2010-08-03;2012-12-26;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-26
MARCIO DE LIMA CORREA NETO;2011-06-22;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO DE MENEZES LEITÃO;2006-05-10;2017-05-29;CANCELAMENTO A PEDIDO;CANCELADA;2017-05-30
MARCIO DE MORAIS EMERY;2006-06-08;2007-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2007-03-30
MÁRCIO DE OLIVEIRA PASCHOAL JUNIOR;2022-03-07;;;EM FUNCIONAMENTO NORMAL;2022-03-07
MARCIO DE SARIO;2020-09-02;;;EM FUNCIONAMENTO NORMAL;2020-09-02
MÁRCIO DE SOUZA LOPES;2016-10-01;2018-04-30;CANCELAMENTO A PEDIDO;CANCELADA;2018-05-01
MARCIO DE SOUZA MONTEIRO;2009-09-21;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MÁRCIO DEGRANDE;2019-10-14;2020-01-10;CANCELAMENTO A PEDIDO;CANCELADA;2020-01-11
MARCIO DELA VEDOVA;2021-03-03;;;EM FUNCIONAMENTO NORMAL;2021-03-03
MARCIO DIAS DOS SANTOS;2019-01-24;;;EM FUNCIONAMENTO NORMAL;2019-01-24
MARCIO DIEGO CARDOSO PEREIRA DOS SANTOS;2016-03-23;2020-05-19;CANCELAMENTO A PEDIDO;CANCELADA;2020-05-20
MÁRCIO DOS REIS GÓES;2018-01-15;;;EM FUNCIONAMENTO NORMAL;2018-01-15
MARCIO DOS SANTOS;2002-02-18;;;EM FUNCIONAMENTO NORMAL;2002-02-18
MÁRCIO DOS SANTOS BARNASQUE;2008-02-13;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO DOS SANTOS RESZKO;2016-08-11;2016-12-08;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-09
MARCIO EDUARDO SANTOS TEGA;2020-02-04;;;EM FUNCIONAMENTO NORMAL;2020-02-04
MARCIO EL TAYAR;2012-03-07;2013-03-20;CANCELAMENTO A PEDIDO;CANCELADA;2013-03-20
MARCIO EZEQUIEL MONTEIRO DE BARROS;2002-07-15;2015-09-15;CANCELAMENTO A PEDIDO;CANCELADA;2015-09-15
MARCIO FELIPE DOS SANTOS;2019-10-08;;;EM FUNCIONAMENTO NORMAL;2019-10-08
MÁRCIO FERNANDO CECON;2017-11-21;;;EM FUNCIONAMENTO NORMAL;2017-11-21
MARCIO FERRAZ CICONELI;2020-01-07;;;EM FUNCIONAMENTO NORMAL;2020-01-07
MARCIO FIGUEIRA GOMES;2021-02-09;2022-02-08;CANCELAMENTO A PEDIDO;CANCELADA;2022-02-09
MÁRCIO FRANCE;2012-03-08;2013-09-13;CANCELAMENTO A PEDIDO;CANCELADA;2013-09-13
MARCIO FUCS;2009-03-11;;;EM FUNCIONAMENTO NORMAL;2009-03-11
MÁRCIO GARCEZ NASCIMENTO;2008-07-25;2009-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2009-12-31
MARCIO GARMATTER BARRETTO;2006-04-20;;;EM FUNCIONAMENTO NORMAL;2019-07-01
MARCIO GILBERTO BRAZ;2013-02-26;;;EM FUNCIONAMENTO NORMAL;2013-02-26
MARCIO GOMES BARRETO;2011-06-27;2014-02-10;CANCELAMENTO A PEDIDO;CANCELADA;2014-02-10
MARCIO GOMES DA PONTE;2008-04-02;2009-02-11;CANCELAMENTO A PEDIDO;CANCELADA;2009-02-11
MARCIO GONÇALVES MIANI;2007-02-06;2014-08-20;CANCELAMENTO A PEDIDO;CANCELADA;2014-08-20
MÁRCIO HADDAD;2009-03-11;2013-10-31;CANCELAMENTO A PEDIDO;CANCELADA;2013-10-31
MARCIO HANDERSON BENEVIDES DE FREITAS;2018-08-30;;;EM FUNCIONAMENTO NORMAL;2018-08-30
MÁRCIO HENRIQUE DE CARVALHO MIRANDA;2010-08-31;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MÁRCIO HENRIQUE PRATES DOS SANTOS;2018-10-01;;;EM FUNCIONAMENTO NORMAL;2018-10-01
MARCIO HENRIQUE SIMAS DE LIMA;2015-05-26;;;EM FUNCIONAMENTO NORMAL;2015-05-26
MARCIO JOSE ALVARENGA SILVESTRE;2018-04-04;;;EM FUNCIONAMENTO NORMAL;2018-04-04
MARCIO JOSE CEZARINO FRANCHI;2008-08-05;2013-02-13;CANCELAMENTO A PEDIDO;CANCELADA;2013-02-13
MARCIO JOSE DE BRITTO MOREIRA;2021-10-26;;;EM FUNCIONAMENTO NORMAL;2021-10-26
MARCIO JOSE FERREIRA COELHO;2021-02-05;;;EM FUNCIONAMENTO NORMAL;2021-02-05
MARCIO JOSE LODI DA ROCHA;2020-11-03;;;EM FUNCIONAMENTO NORMAL;2020-11-03
MARCIO JOSE MARIN;2004-08-11;;;EM FUNCIONAMENTO NORMAL;2004-08-11
MARCIO JOSE SANTOS PINTO ROCHA;2018-10-31;;;EM FUNCIONAMENTO NORMAL;2018-10-31
MARCIO JOSÉ WAGNER DE SANTIS;2020-12-09;2021-03-17;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-18
MARCIO KENJI HINO;2022-07-28;;;EM FUNCIONAMENTO NORMAL;2022-07-28
MARCIO KENJI OGATA;2008-11-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO LEANDRO;2015-10-08;;;EM FUNCIONAMENTO NORMAL;2015-10-08
MARCIO LEÃO RAMOS;2018-02-19;;;EM FUNCIONAMENTO NORMAL;2018-02-19
MARCIO LERIO;2021-04-06;2021-11-10;CANCELAMENTO A PEDIDO;CANCELADA;2021-11-11
MARCIO LIMA DE MORAES;2018-05-25;2022-04-12;CANCELAMENTO A PEDIDO;CANCELADA;2022-04-13
MÁRCIO LIMAS;2010-11-05;2014-12-04;CANCELAMENTO A PEDIDO;CANCELADA;2014-12-04
MARCIO LOPES DE OLIVEIRA;2021-10-27;;;EM FUNCIONAMENTO NORMAL;2021-10-27
MARCIO LUIS BORELLA;2006-08-31;2018-08-27;CANCELAMENTO A PEDIDO;CANCELADA;2018-08-28
MARCIO LUIZ BASILIO SEDA;2019-10-25;;;EM FUNCIONAMENTO NORMAL;2019-10-25
MARCIO LUIZ DA SILVA XISTO;2010-07-26;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MÁRCIO LUIZ DE CARVALHO;2007-10-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO LUIZ ODDONE;2005-08-19;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO LUIZ SANTOS BRESSAN;2004-11-17;;;EM FUNCIONAMENTO NORMAL;2004-11-17
MARCIO LUIZ ZAGANELLI FILHO;2017-07-24;;;EM FUNCIONAMENTO NORMAL;2017-07-24
MARCIO MACHADO LANDIM;2021-09-14;;;EM FUNCIONAMENTO NORMAL;2021-09-14
MÁRCIO MACHADO MOYSÉS;2010-03-02;2019-03-28;CANCELAMENTO A PEDIDO;CANCELADA;2019-03-29
MÁRCIO MARCONDES MARTINELLI;2020-02-21;;;EM FUNCIONAMENTO NORMAL;2020-02-21
MARCIO MARQUES PAULO;2019-10-21;;;EM FUNCIONAMENTO NORMAL;2019-10-21
MARCIO MARTINS FADIGA;2011-10-20;2017-09-21;CANCELAMENTO A PEDIDO;CANCELADA;2017-09-22
MARCIO MARTINS JUNIOR;2010-04-20;;;EM FUNCIONAMENTO NORMAL;2010-04-20
MARCIO MATHEUS VENTURA BAPTISTA;2022-05-13;;;EM FUNCIONAMENTO NORMAL;2022-05-13
MÁRCIO MEDEIROS VILLA VERDE;2007-03-20;;;EM FUNCIONAMENTO NORMAL;2007-03-20
MARCIO MELHEM;2017-05-05;2022-02-18;CANCELAMENTO A PEDIDO;CANCELADA;2022-02-19
MARCIO MESCOLIN;2010-07-02;2021-09-15;CANCELAMENTO A PEDIDO;CANCELADA;2021-09-16
MARCIO MIKIO CORREA;2011-07-07;2017-09-19;CANCELAMENTO A PEDIDO;CANCELADA;2017-09-20
MARCIO MONACO;2019-08-22;;;EM FUNCIONAMENTO NORMAL;2019-08-22
MARCIO MONTEIRO MONNERAT;2008-02-27;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO MOREJON FONTOURA SILVA;2019-04-01;;;EM FUNCIONAMENTO NORMAL;2019-04-01
MARCIO MOREL CORREA FICHTNER;2007-11-08;;;EM FUNCIONAMENTO NORMAL;2013-07-01
MARCIO MORENO CAMPOS LAINE;2021-04-07;2021-07-14;CANCELAMENTO A PEDIDO;CANCELADA;2021-07-15
MARCIO MURAD;2021-10-29;;;EM FUNCIONAMENTO NORMAL;2021-10-29
MARCIO OLIVEIRA LIVRAMENTO;2012-08-09;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MÁRCIO PEIXOTO DE ALMEIDA JÚNIOR;2020-11-18;;;EM FUNCIONAMENTO NORMAL;2020-11-18
MARCIO PEREIRA DE MELLO;2011-11-08;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO PEREIRA MAGDALENA;2019-10-07;;;EM FUNCIONAMENTO NORMAL;2019-10-07
MARCIO PINTO FRANCISCO;2009-09-16;;;EM FUNCIONAMENTO NORMAL;2009-09-16
MÁRCIO QUEIROZ BARROS;2022-01-07;;;EM FUNCIONAMENTO NORMAL;2022-01-07
MARCIO REIS FERNANDES;2008-03-25;2016-12-19;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-20
MÁRCIO RENAN FONSECA BARBOSA;2011-12-14;2012-08-13;CANCELAMENTO A PEDIDO;CANCELADA;2012-08-13
MÁRCIO RENAN FONSECA BARBOSA;2019-02-06;2021-03-16;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-17
MARCIO RIBEIRO LUZ;2019-04-24;;;EM FUNCIONAMENTO NORMAL;2019-04-24
MARCIO ROBERTO JUSTO MONTEIRO;2021-05-13;;;EM FUNCIONAMENTO NORMAL;2021-05-13
MARCIO ROBERTO REZENDE DE BIASE;2009-03-10;2015-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-01
MARCIO ROBERTO SAN JUAM;2021-08-02;;;EM FUNCIONAMENTO NORMAL;2021-08-02
MARCIO RODRIGO CARNEIRO DE OLIVEIRA;2019-04-15;;;EM FUNCIONAMENTO NORMAL;2019-04-15
MARCIO RODRIGO COLMAN;2020-11-13;;;EM FUNCIONAMENTO NORMAL;2020-11-13
MÁRCIO RODRIGO REZZADORI;2021-04-27;;;EM FUNCIONAMENTO NORMAL;2021-04-27
MÁRCIO RODRIGO REZZADORI;2008-02-27;2015-12-01;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-02
MARCIO RODRIGUES DE SOUZA;2019-10-07;;;EM FUNCIONAMENTO NORMAL;2019-10-07
MÁRCIO RODRIGUES DIAS;2009-04-15;2016-12-22;CANCELAMENTO A PEDIDO;CANCELADA;2016-12-23
MÁRCIO ROGÉRIO DIAS DE FREITAS FILHO;2021-05-07;;;EM FUNCIONAMENTO NORMAL;2021-05-07
MÁRCIO ROGÉRIO GIACOBELLI JÚNIOR;2019-08-01;2020-12-14;CANCELAMENTO A PEDIDO;CANCELADA;2020-12-15
MARCIO ROGÉRIO JERÔNIMO;2003-07-15;2004-09-29;CANCELAMENTO A PEDIDO;CANCELADA;2004-09-29
MARCIO ROSENHEK;2003-01-27;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO SAMPAIO DO PRADO LEITE;2015-12-15;;;EM FUNCIONAMENTO NORMAL;2015-12-15
MARCIO SANTOS ABRAÃO LEÇA;2022-02-16;;;EM FUNCIONAMENTO NORMAL;2022-02-16
MARCIO SANTOS DE ALBUQUERQUE;2008-05-28;2012-09-28;CANCELAMENTO A PEDIDO;CANCELADA;2012-09-28
MÁRCIO SCIAVELLI;2008-04-30;2014-03-27;CANCELAMENTO A PEDIDO;CANCELADA;2014-03-27
MARCIO SENA SILVA DOS SANTOS;2014-08-20;2015-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-01
MARCIO SIMOES RODRIGUES;2002-11-18;2015-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2015-10-01
MARCIO SIRANGELO CAYE;2017-06-14;;;EM FUNCIONAMENTO NORMAL;2017-06-14
MARCIO SOARES SIQUEIRA;2009-08-05;2010-06-10;CANCELAMENTO A PEDIDO;CANCELADA;2010-06-10
MÁRCIO SOUZA DE CASTRO;2021-11-08;;;EM FUNCIONAMENTO NORMAL;2021-11-08
MARCIO SPOHR;2010-06-02;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO SZTERENBUCH;2017-12-08;;;SUSPENSO(A) - A PEDIDO;2021-10-01
MARCIO TADEU VULCANO;2006-04-26;2016-03-24;CANCELAMENTO A PEDIDO;CANCELADA;2016-03-25
MARCIO TAMANAHA;2006-10-27;;;EM FUNCIONAMENTO NORMAL;2006-10-27
MARCIO TAUFFENBACH;2013-08-09;2018-06-22;CANCELAMENTO A PEDIDO;CANCELADA;2018-06-23
MARCIO TENÓRIO DA FONSECA;2004-01-19;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCIO VIEIRA DA SILVA;2021-03-15;;;EM FUNCIONAMENTO NORMAL;2021-03-15
MÁRCIO VIEIRA DOS SANTOS;2019-09-10;;;EM FUNCIONAMENTO NORMAL;2019-09-10
MARCIO VINICIO JADISCKE TASSO;2019-11-18;;;EM FUNCIONAMENTO NORMAL;2019-11-18
MARCIO YOSHIKATSU MEDEIROS SAKURATA;2011-11-18;2013-02-13;CANCELAMENTO A PEDIDO;CANCELADA;2013-02-13
MARCIO YOSHIKATSU MEDEIROS SAKURATA;2017-07-24;2018-06-28;CANCELAMENTO A PEDIDO;CANCELADA;2018-06-29
MARCIO YUTAKA IWABUCHI MONTANGNHA;2020-10-26;2021-09-14;CANCELAMENTO A PEDIDO;CANCELADA;2021-09-15
MARCIO ZOPELETTO;2021-10-27;;;EM FUNCIONAMENTO NORMAL;2021-10-27
MARCO ANDRÉ BORGES GUARDIANO;2019-01-10;;;EM FUNCIONAMENTO NORMAL;2019-01-10
MARCO ANDRÉ CILLI;2002-06-17;2016-02-18;CANCELAMENTO A PEDIDO;CANCELADA;2016-02-19
MARCO ANDRÉ COUTINHO LOUREIRO BORGES;2007-09-10;2012-12-05;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-05
MARCO ANDREI LAMPERT;2013-05-13;2016-01-20;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-20
MARCO ANTHONIO FERREIRA BERLANGA;2022-06-08;;;EM FUNCIONAMENTO NORMAL;2022-06-08
MARCO ANTÔNIO ALVES DE SOUZA JUNIOR;2022-07-04;;;EM FUNCIONAMENTO NORMAL;2022-07-04
MARCO ANTONIO BASTOS LIMA;2002-07-15;;;EM FUNCIONAMENTO NORMAL;2014-01-31
MARCO ANTONIO BATISTA COSTA;2007-11-22;2016-11-24;CANCELAMENTO A PEDIDO;CANCELADA;2016-11-25
MARCO ANTÔNIO CABRERA DA COSTA;2004-10-13;2019-03-27;CANCELAMENTO A PEDIDO;CANCELADA;2019-03-28
MARCO ANTONIO CARDOSO RÊGO;2010-06-14;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCO ANTONIO CHECHETO;2020-10-09;;;EM FUNCIONAMENTO NORMAL;2020-10-09
MARCO ANTONIO DA SILVA FILHO;2012-08-08;2019-02-05;CANCELAMENTO A PEDIDO;CANCELADA;2019-02-06
MARCO ANTONIO DA SILVA VAZ;2007-07-04;2007-08-14;CANCELAMENTO A PEDIDO;CANCELADA;2007-08-14
MARCO ANTONIO DALAPÍCULA;2010-05-18;2015-06-10;CANCELAMENTO A PEDIDO;CANCELADA;2015-06-10
MARCO ANTONIO DAMBROWSKI DA SILVA;2021-10-01;;;EM FUNCIONAMENTO NORMAL;2021-10-01
MARCO ANTONIO DE ABREU;2021-08-03;;;EM FUNCIONAMENTO NORMAL;2021-08-03
MARCO ANTONIO DE ABREU VALENTE;2020-10-08;;;EM FUNCIONAMENTO NORMAL;2020-10-08
MARCO ANTONIO DE ALMEIDA PANZA;2020-02-04;;;EM FUNCIONAMENTO NORMAL;2020-02-04
MARCO ANTÔNIO DE ANDRADE BOTTINO JUNIOR;2022-06-02;;;EM FUNCIONAMENTO NORMAL;2022-06-02
MARCO ANTÔNIO DE ANDRADE DA ROSA;2020-04-01;;;EM FUNCIONAMENTO NORMAL;2020-04-01
MARCO ANTONIO DE PAULA;2014-02-19;;;EM FUNCIONAMENTO NORMAL;2014-02-19
MARCO ANTÔNIO DIAS RIBEIRO DE ALMEIDA;2022-07-14;;;EM FUNCIONAMENTO NORMAL;2022-07-14
MARCO ANTONIO FERNANDES GOMES;2021-08-04;;;EM FUNCIONAMENTO NORMAL;2021-08-04
MARCO ANTONIO FRANCO DE LIMA;2011-11-03;;;EM FUNCIONAMENTO NORMAL;2011-11-03
MARCO ANTONIO FURLANETTO GOBBI;2019-01-15;2020-09-30;CANCELAMENTO A PEDIDO;CANCELADA;2020-10-01
MARCO ANTÔNIO GALVÃO;2005-10-05;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCO ANTONIO GARCIA JUNIOR;2019-01-18;;;EM FUNCIONAMENTO NORMAL;2019-01-18
MARCO ANTONIO GAZEL JUNIOR;2003-01-27;2012-09-28;CANCELAMENTO A PEDIDO;CANCELADA;2012-09-28
MARCO ANTONIO GENTINA;2018-04-04;;;EM FUNCIONAMENTO NORMAL;2018-04-04
MARCO ANTONIO GERBASI;2017-08-23;;;EM FUNCIONAMENTO NORMAL;2017-08-23
MARCO ANTONIO GONÇALVES PEREIRA;2010-06-23;2018-02-01;CANCELAMENTO A PEDIDO;CANCELADA;2018-02-02
MARCO ANTONIO GUARNIER;2005-06-09;2013-06-28;CANCELAMENTO A PEDIDO;CANCELADA;2013-06-28
MARCO ANTONIO GUIMARÃES LEITE;2021-07-01;;;EM FUNCIONAMENTO NORMAL;2021-07-01
MARCO ANTONIO ISIDORO DA SILVA;2012-06-18;;;EM FUNCIONAMENTO NORMAL;2012-06-18
MARCO ANTONIO JUNQUEIRA DA SILVA;2018-10-01;;;EM FUNCIONAMENTO NORMAL;2018-10-01
MARCO ANTONIO LAZARINI;2006-11-01;;;EM FUNCIONAMENTO NORMAL;2006-11-01
MARCO ANTONIO LEAL DE SOUZA;2019-07-25;2021-03-31;CANCELAMENTO A PEDIDO;CANCELADA;2021-04-01
MARCO ANTONIO LINS DE ALBUQUERQUE PIRES;2021-05-21;;;EM FUNCIONAMENTO NORMAL;2021-05-21
MARCO ANTÔNIO LUCINDA RIBEIRO DA SILVA;2019-05-24;2022-01-10;CANCELAMENTO A PEDIDO;CANCELADA;2022-01-11
MARCO ANTONIO LUEHRING;2002-05-17;2016-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2017-01-01
MARCO ANTONIO MARCHESAN;2008-07-17;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCO ANTONIO MARIANO LACOMBE;2002-05-20;2012-12-15;CANCELAMENTO A PEDIDO;CANCELADA;2012-12-15
MARCO ANTONIO MARTIGNONI;2006-10-17;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30
MARCO ANTONIO MEDEIROS SILVA;2012-11-19;;;EM FUNCIONAMENTO NORMAL;2012-11-19
MARCO ANTONIO MONTEIRO CORRÊA;2008-11-25;2011-06-22;CANCELAMENTO A PEDIDO;CANCELADA;2011-06-22
MARCO ANTONIO MORGADO CINTRA;2010-08-31;2013-12-27;CANCELAMENTO A PEDIDO;CANCELADA;2013-12-27
MARCO ANTONIO NUNES GONÇALVES;2020-10-26;;;EM FUNCIONAMENTO NORMAL;2020-10-26
MARCO ANTONIO OJEDA BILLERBECK;2022-01-17;;;EM FUNCIONAMENTO NORMAL;2022-01-17
MARCO ANTONIO OLIVEIRA MONTEIRO DA SILVA;2011-12-13;2016-12-31;CANCELAMENTO A PEDIDO;CANCELADA;2017-01-01
MARCO ANTONIO PARISI;2011-10-13;2015-11-05;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-06
MARCO ANTONIO REGO LUFT;2010-09-28;2017-08-07;CANCELAMENTO A PEDIDO;CANCELADA;2017-08-08
MARCO ANTONIO RENOSTO GENNARI;2021-05-25;;;EM FUNCIONAMENTO NORMAL;2021-05-25
MARCO ANTONIO RIBEIRO DE ANDRADE;2019-02-14;;;EM FUNCIONAMENTO NORMAL;2019-02-14
MARCO ANTONIO ROCHA GALO;2010-03-24;2016-03-02;CANCELAMENTO A PEDIDO;CANCELADA;2016-03-03
MARCO ANTÔNIO SANTANA;2019-01-10;;;EM FUNCIONAMENTO NORMAL;2019-01-10
MARCO ANTONIO SCARABELOT;2022-01-17;;;EM FUNCIONAMENTO NORMAL;2022-01-17
