CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
11.478.150/0001-21;MELO INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS EIRELE;MELO INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS EIRELE;2010-03-16;2015-09-01;CANCELAMENTO A PEDIDO;CANCELADA;2015-09-02;SEDE;RUA DR. ARMANDO F S CAIUBY 88;APTO   91;MORUMBI;SÃO PAULO;SP;5640020;11;37430340;melo-karla@hotmail.com;
04.236.593/0001-40;MENEZES & FORTE AGENTE AUTÔNOMO DE INVESTIMENTO LTDA;MENEZES & FORTE AGENTE AUTÔNOMO DE INVESTIMENTO LTDA.;2003-09-02;2015-07-03;CANCELAMENTO A PEDIDO;CANCELADA;2015-07-03;SEDE;RUA ARTUR DE AZEVEDO;1220/APTO 51;PINHEIROS;SÃO PAULO;SP;5404003;11;33728301;caio.tacito@cmcapitalmarkets.com.br;
13.978.691/0001-44;MENGATTO-AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;MENGATTO-AGENTE AUTONOMO DE INVESTIMENTOS LTDA.;2011-09-13;2015-09-16;CANCELAMENTO A PEDIDO;CANCELADA;2015-09-17;SEDE;ALAMEDA COIMBRA 118 283647;;ALPHAVILLE;BARUERI;SP;6473055;11;41955303;mengattoleonardo@gmail.com;mengattoleonardo@gmail.com
32.416.615/0001-90;MENTHOR - AGENTE AUTONÔMO DE INVESTIMENTOS LTDA;MENTHOR - AGENTE AUTONÔMO DE INVESTIMENTOS LTDA;2019-01-21;;;EM FUNCIONAMENTO NORMAL;2019-01-21;SEDE;AVENIDA DAS AMÉRICAS 3500;BL1 SLS 615/616;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;21866094;rcampello@menthor.com.vc;www.menthor.com.vc
45.862.827/0001-42;MENTORE INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;MENTORE INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2022-04-26;;;EM FUNCIONAMENTO NORMAL;2022-04-26;SEDE;RUA PASSEIO DOS IPÊS 320 EDIFÍCIO LONDRES, SALA 205;;PARQUE FABER CASTELL I;SÃO CARLOS;SP;13561385;16;33726489;rickbertogna@icloud.com;
12.248.832/0001-00;MERCADO ATIVO AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2010-09-28;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA FERNANDES FRANCISCO COUTIN;310;CANASVIEIRAS;FLORIANÓPOLIS;SC;88054653;048;96408885;fgoidanich@hotmail.com;
08.222.250/0001-88;MERCADO MONETARIO AGENTES AUTONOMOS DE INVESTIMENTOS SOCIEDADE SIMPLES LTDA;;2006-10-02;2013-08-29;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-08-30;SEDE;RUA AMADEO ROSSI;192 B;CENTRO;SÃO LEOPOLDO;RS;93030220;51;35901597;gerson@mercadomonetario.com.br;
09.415.705/0001-44;MERCFIN - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;MERCFIN - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2008-04-17;2017-06-09;CANCELAMENTO A PEDIDO;CANCELADA;2017-06-10;SEDE;RUA TIMÓTEO DA COSTA 154 RUA TIMÓTEO DA COSTA 154;AP 104;LEBLON;RIO DE JANEIRO;RJ;22450130;21;25120018;laerte@mercfin.com;
09.415.705/0001-44;MERCFIN - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;MERCFIN - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2018-08-21;2021-02-02;CANCELAMENTO A PEDIDO;CANCELADA;2021-02-03;SEDE;RUA TIMÓTEO DA COSTA 154 RUA TIMÓTEO DA COSTA 154;AP 104;LEBLON;RIO DE JANEIRO;RJ;22450130;21;25120018;laerte@mercfin.com;www.mercfin.com.br
08.302.444/0001-93;MERCOR BONAE AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;MERCOR BONAE AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA.;2006-12-12;2015-07-08;CANCELAMENTO A PEDIDO;CANCELADA;2015-07-09;SEDE;SRTV SUL QUADRA 701, BLOCO O  SALA 355 - ED. MULTIEMPRESARIAL 110;TORRE B;ASA SUL;BRASÍLIA;DF;70340000;61;32010112;mrquintas@uol.com.br;
10.685.293/0001-41;MERCURY AGENTE AUTONOMO DE INVESTIMENTOS - EIRELI;;2009-05-05;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA TAQUARI 894;APTO  174;MOOCA;SÃO PAULO;SP;3166001;11;30748055;mauricio.rossi2011@gmail.com;
08.896.699/0001-21;MERIDIONAL INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS S/S LTDA;EMBRAF AGENTES AUTONOMOS DE INVESTIMENTOS S/S LTDA;2007-09-25;2014-05-02;CANCELAMENTO A PEDIDO;CANCELADA;2014-05-02;SEDE;RUA DOM JAIME CAMARA 229;SL 501;CENTRO;FLORIANÓPOLIS;SC;88015120;48;30244833;geaniamarque@gmail.com;
09.567.478/0001-72;MÉRITO AGENTE AUTONOMO DE INVESTIMENTO LTDA.;;2008-08-05;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA OLÉGARIO MACIEL  15;;CENTRO;UBERABA;MG;38010230;034;33182700;antonio.carlos.b@terra.com.br;antonio.carlos.b@terra.com.br
08.643.904/0001-47;MERKUR AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2007-03-15;2013-02-01;CANCELAMENTO A PEDIDO;CANCELADA;2013-02-01;SEDE;RUA NORMAN PROCHET, Nº 396;;JARDIM SANTA HELENA;SÃO PAULO;SP;4787010;11;51811701;ragleich@osite.com.br;
41.399.629/0001-33;MESA PRIME AGENTE AUTONOMO DE INVESTIMENTOS LTDA;MESA PRIME AGENTE AUTONOMO DE INVESTIMENTOS;2021-06-09;2022-03-18;CANCELAMENTO A PEDIDO;CANCELADA;2022-03-19;SEDE;AVENIDA DAS AMÉRICAS;3500/BLOCO 2, SALA 701 A 704;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;21008300;manoel.econ@gmail.com;
10.804.908/0001-01;MESSEM - AGENTE AUTÔNOMO DE INVESTIMENTO S/S LTDA;MESSEM - AGENTE AUTÔNOMO DE INVESTIMENTO S/S LTDA;2009-06-24;;;EM FUNCIONAMENTO NORMAL;2009-06-24;SEDE;RUA ALFREDO CHAVES 1208;SALA 1903;CENTRO;CAXIAS DO SUL;RS;95020460;54;30223700;mauro.silveira@messem.com.br;
35.115.937/0001-97;MESTRA INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;MESTRA INVESTIMENTOS - AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;2019-10-14;2020-10-27;CANCELAMENTO A PEDIDO;CANCELADA;2020-10-28;SEDE;RUA MARCÍLIO DIAS;317/SALA 2;SANTO ANTÔNIO;JOINVILLE;SC;89218005;47;99126119;tiago@mestrainvestimentos.com.br;
08.578.808/0001-62;MESTRIA AGENTES AUTONOMOS DE INVESTIMENTOS S/S LTDA;;2007-05-15;2013-08-19;CANCELAMENTO A PEDIDO;CANCELADA;2013-08-19;SEDE;AVENIDA LAGEADO, 1072;301;PETROPOLIS;PORTO ALEGRE;RS;90460110;51;92467902;filipergoncalves@terra.com.br;
22.249.375/0001-22;META & STOX AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;META & STOX AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2015-07-24;2019-03-26;CANCELAMENTO A PEDIDO;CANCELADA;2019-03-27;SEDE;AVENIDA DAS AMÉRICAS;3500/BL 6 S 708;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640102;21;26240556;luisberthold@uol.com.br;
08.244.429/0001-36;META AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2006-09-20;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA VOLUNTÁRIOS DA PÁTRIA;1415/SL. 102;CENTRO;CASCAVEL;PR;85812160;45;32224505;rogeriopolles@terra.com.br;
37.545.986/0001-95;META INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;META INVESTIMENTOS AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2020-07-02;;;EM FUNCIONAMENTO NORMAL;2020-07-02;SEDE;RUA JARDIM BOTÂNICO 657;SALA 620;JARDIM BOTÂNICO;RIO DE JANEIRO;RJ;22470050;21;26250556;jumellone@yahoo.com.br;
06.328.047/0001-65;META SERVIÇOS DE AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;META SERVIÇOS DE AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2004-08-20;2015-08-26;CANCELAMENTO A PEDIDO;CANCELADA;2015-08-26;SEDE;AV ORLINDO RUSSULO;435/casa 11;PARQUE TERRAS DE SANTA OLIVIA;ARARAS;SP;13607568;11;30270313;cguidugli@distribuidorplanner.com.br;
09.283.780/0001-07;META STRATEGY AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;;2008-06-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA BARÃO DA TORRE, Nº 645;APTº 201  PARTE;IPANEMA;RIO DE JANEIRO;RJ;22411003;21;32198058;eduardo@invistainvestimentos.com.br;
00.677.308/0001-76;METAATRON SC AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2005-07-18;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA JERICO, 59;0/APTO 22;VILA MADALENA;SÃO PAULO;SP;5435040;11;31043521;dmr2@dmr2.com.br;importacao
07.498.406/0001-95;MÉTODO AGENTES AUTÔNOMOS DE INVESTIMENTOS S/S LTDA;MÉTODO INVESTIMENTOS - AGENTE AUTÔNOMO DE INVESTIMENTOS;2005-08-24;;;EM FUNCIONAMENTO NORMAL;2005-08-24;SEDE;RUA PEDROSO ALVARENGA 691;CJ 806;ITAIM BIBI;SÃO PAULO;SP;4531011;43;30256500;fnunes@metodoinvestimentos.com.br;www.metodoaai.com.br
08.814.759/0001-10;MEZA AGENTE AUTONOMO DE INVESTIMENTO LTDA;;2007-07-12;2009-11-05;EXTINÇÃO;CANCELADA;2009-11-05;SEDE;RUA DOMINGOS MORMANNO Nº 262;;JARDIM IBIRATIBA;SÃO PAULO;SP;2359020;11;22045850;mardama@terra.com.br;
10.903.156/0001-36;MF ABDALA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA-ME;;2009-08-10;2011-08-25;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2011-08-25;SEDE;RUA VALDEMAR,40;APTO. 174 BL B;VILA SANTANA;SÃO PAULO;SP;3613020;11;31176000;edvarleal@bol.com.br;
08.632.498/0001-17;MF PIRES AGENTE AUTONOMO DE INVESTIMENTOS LTDA-ME;;2007-03-14;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA ISMAEL NERI,738;APTO12 B;AGUA FRIA;SÃO PAULO;SP;2335001;011;22614504;mf.pires@terra.com.br;mf.pires@terra.com.br
07.604.130/0001-82;MFI FINANCIAL MARKETS AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;;2005-12-14;2010-11-23;EXTINÇÃO;CANCELADA;2010-11-23;SEDE;RUA BAMBINA,60;102;BOTAFOGO;RIO DE JANEIRO;RJ;22251050;21;35276115;marcelo@financialmarkets.com.br;www.financialmarkets.com.br
29.055.580/0001-04;MFO AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;MFO AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2017-11-29;2021-10-06;CANCELAMENTO A PEDIDO;CANCELADA;2021-10-07;SEDE;AVENIDA LÚCIO COSTA 5750 AVENIDA LÚCIO COSTA 5750;APTO 408;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22630012;21;999879098;mauricio.gentil@fundolocfacil.com.br;
35.083.873/0001-90;MFX AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;MFX AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;2019-10-16;;;EM FUNCIONAMENTO NORMAL;2019-10-16;SEDE;AVENIDA BLUMENAU 2385;SALA 101 PISO 1;BELA VISTA;SORRISO;MT;78890001;66;21017686;fabio.friozi@mfxinvestimentos.com.br;www.soia.com.br
07.845.561/0001-30;MG - AGENTES AUTÔNOMOS DE INVESTIMENTO EIRELI;MG - AGENTES AUTÔNOMOS DE INVESTIMENTO LTDA.;2006-03-10;2015-11-04;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-05;SEDE;RUA GENERAL TASSO FRAGOSO,;33/BLOCO VI/APTO. 502;LAGOA;RIO DE JANEIRO;RJ;22470170;21;25375098;siepmann@terra.com.br;
04.898.828/0001-60;MGA3 AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2009-01-26;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;TRAVESSA DO OUVIDOR;0/5, 6º ANDAR,SL.602;CENTRO;RIO DE JANEIRO;RJ;20040040;21;84762055;gutnik@colunadtvm.com.br;importacao
05.347.418/0001-93;MGF AGENTE AUTÔNOMO DE INVESTIMENTO EIRELI;MGF AGENTE AUTONOMO DE INVESTIMENTO LTDA.;2002-11-07;2019-08-15;CANCELAMENTO A PEDIDO;CANCELADA;2019-08-16;SEDE;RUA FABIO LOPES SANTOS LUZ;100/AP 171-C;VILA ANDRADE;SÃO PAULO;SP;5717230;11;32992056;gustavolf@icloud.com;
11.415.326/0001-04;MGLA AGENTE AUTONOMO DE INVESTIMENTOS LTDA;MGLA AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2010-03-02;2015-04-01;CANCELAMENTO A PEDIDO;CANCELADA;2015-04-01;SEDE;RUA JOSÉ RICARDO A MARCONDES 63;;VILA SONIA;SÃO PAULO;SP;5622030;11;35075395;mauriciopcardoso@hotmail.com;
15.836.247/0001-10;MGM AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;MGM AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;2012-12-20;2016-03-01;CANCELAMENTO A PEDIDO;CANCELADA;2016-03-02;SEDE;AVENIDA CARLOS GRIMALDI 366;APTO 13;JARDIM CONCEIÇÃO;CAMPINAS;SP;13091000;19;33671066;campinas@futuraonline.com.br;
23.123.647/0001-06;MGM INVEST AGENTE AUTONOMO DE INVESTIMENTO LTDA;MGM INVEST AGENTE AUTONOMO DE INVESTIMENTO LTDA;2015-12-01;;;EM FUNCIONAMENTO NORMAL;2015-12-01;SEDE;AVENIDA VEREADOR NARCISO YAGUE GUIMARÃES 1145;CJ 504;CENTRO CÍVICO;MOGI DAS CRUZES;SP;8780000;11;99931466;marcelo.morroni@mgminvestimentos.com.br;
13.710.825/0001-41;MGO AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2011-10-04;2018-09-17;CANCELAMENTO A PEDIDO;CANCELADA;2018-09-18;SEDE;AV.ENG.LUIZ CARLOS BERRINI 828;CJ21 S2;BROOKLIN NOVO;SÃO PAULO;SP;4571000;11;30979771;dilson@mgoconsultoria.com.br;
01.309.540/0001-14;MGP AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA.;MGP ASS INV S/C LTDA;2006-04-12;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA AUGUSTO DE TOLEDO,;0/201;ACLIMAÇÃO;SÃO PAULO;SP;1542020;11;32575949;hirocon@hirocon.com.br;importacao
11.554.486/0001-26;MGX AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2010-05-27;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA TEODORO KAIZEL, 701;;VILA HORTENCIA;SOROCABA;SP;18020268;15;32277272;marquinho.gomes@hotmail.com;
12.560.745/0001-94;MGZ AGENTES AUTÔNOMOS DE INVESTIMENTO LTDA.;;2011-06-15;2012-02-06;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2012-02-06;SEDE;RUA DAS PALMEIRAS, 61;402;BOTAFOGO;RIO DE JANEIRO;RJ;22270070;21;22634071;mfcontabil@nextcon.com;
04.732.500/0001-79;MH AGENTE AUTONOMO DE INVESTIMENTOS LTDA;MH AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2002-07-19;;;EM FUNCIONAMENTO NORMAL;2002-07-19;SEDE;RUA JOAQUIM FLORIANO 466;12º CJ 1213;ITAIM BIBI;SÃO PAULO;SP;4534002;11;30714519;chakmati@mhinvestimentos.com.br;n/d
11.054.738/0001-58;MHX AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2010-01-05;2012-08-15;EXTINÇÃO;CANCELADA;2012-08-15;SEDE;RUA LUIS CORREIA DE MELO, 250;APTO. 1812;SANTO AMARO;SÃO PAULO;SP;4726220;11;33728381;marco.harbich@gmail.com;
27.001.178/0001-03;MIB- AGENTE AUTONOMO DE INVESTIMENTO - EIRELI;MIB- AGENTE AUTONOMO DE INVESTIMENTO - EIRELI;2017-02-08;;;EM FUNCIONAMENTO NORMAL;2017-02-08;SEDE;Avenida Moema;509/Apto 141;Moema;SÃO PAULO;SP;4077022;11;50513613;mi_bruno@icloud.com;
22.932.129/0001-70;MICB AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;MICB AGENTE AUTONOMO DE INVESTIMENTOS;2015-08-13;;;EM FUNCIONAMENTO NORMAL;2015-08-13;SEDE;RUA CANTAGALO 1652;APTO 21;VILA GOMES CARDIM;SÃO PAULO;SP;3319001;11;20922806;belbarion@uol.com.br;
36.115.431/0001-40;MICHAEL P. DE A. TORRES AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2020-02-05;;;EM FUNCIONAMENTO NORMAL;2020-02-05;SEDE;Rua Domingos de Morais;1061/Conj. 31;Vila Mariana;SÃO PAULO;SP;4009002;11;55503200;michael@lifecap.com.br;www.lifecap.com.br
18.078.771/0001-67;MICHAEL VIRIATO ARAUJO AGENTE AUTONOMO DE INVESTIMENTO - EPP;MICHAEL VIRIATO ARAUJO AGENTE AUTONOMO DE INVESTIMENTO - EPP;2013-05-24;2017-06-12;CANCELAMENTO A PEDIDO;CANCELADA;2017-06-13;SEDE;RUA LOURIVAL CORREIA PINHO;149;PARQUE MANIBURA;FORTALEZA;CE;60821720;85;96423602;michael@casadoinvestidor.com;
09.247.045/0001-30;MIDAS AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2008-03-05;2010-03-24;EXTINÇÃO;CANCELADA;2010-03-24;SEDE;ALAMEDA DA SERRA, 405;SALA 405;VALE DO SERENO;NOVA LIMA;MG;34000000;31;38896241;jamnunes@terra.com.br;
05.327.421/0001-45;MIDAS AGENTES AUTONOMOS DE INVESTIMENTOS EIRELI;MIDAS AGENTES AUTONOMOS DE INVESTIMENTOS EIRELI;2002-11-28;;;EM FUNCIONAMENTO NORMAL;2002-11-28;SEDE;RUA CASTRO ALVES;915/CONJ. 1104;INDEPENDÊNCIA ;PORTO ALEGRE;RS;90430131;51;30921200;codypires@terra.com.br;
40.669.946/0001-60;MIDAS PRIVATE AGENTE AUTONOMO DE INVESTIMENTOS LTDA;MIDAS PRIVATE AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2021-02-26;;;EM FUNCIONAMENTO NORMAL;2021-02-26;SEDE;RUA LOEFGREN 1365;CONJ 03;VILA CLEMENTINO;SÃO PAULO;SP;4040031;;;financeiro@midasinvestimentos.com.br;
40.769.244/0001-58;MIHA MULTICAPITAL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;MIHA MULTICAPITAL AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2021-03-03;;;EM FUNCIONAMENTO NORMAL;2021-03-03;SEDE;AVENIDA RONDON PACHECO 381;SALA 202;TABAJARAS;UBERLÂNDIA;MG;38400242;;;oziel@miha.com.br;
08.515.497/0001-92;MILANO AGENTE AUTONOMO DE INVESTIMENTO LTDA;;2007-01-18;2013-01-14;CANCELAMENTO A PEDIDO;CANCELADA;2013-01-14;SEDE;RUA DA MATA, 180;APTO. 93;JARDIM PAULISTA;SÃO PAULO;SP;4531020;11;31656030;erick.mfigueiredo@gmail.com;
06.162.851/0001-17;MILION AGENTE AUTONOMO DE INVESTIMENTOS S/S LTDA;;2004-06-08;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-09-30;SEDE;RUA 3000, Nº265;0/SALA 01;CENTRO;BALNEÁRIO CAMBORIÚ;SC;88330334;47;33606633;celso@milioninvest.com;importacao
36.536.981/0001-33;MILL INVESTIMENTOS - AGENTES AUTÔNOMOS DE INVESTIMENTOS EIRELI;;2020-04-06;;;EM FUNCIONAMENTO NORMAL;2020-04-06;SEDE;RUA JAPÃO;84/SALA 1;JARDIM CALIFORNIA;IRATI;PR;84507030;42;99906463;guilherme@millinvestimentos.com.br;millinvestimentos.com.br
08.048.496/0001-85;MILLER SOCIEDADE DE AGENTES AUTÔNOMOS DE INVESTIMENTO LTDA;;2006-09-21;2013-09-04;CANCELAMENTO A PEDIDO;CANCELADA;2013-09-04;SEDE;RUA MACEDO SOBRINHO;81/303;HUMAITA;RIO DE JANEIRO;RJ;22271080;21;87772851;brunocsmiller@gmail.com;
09.104.394/0001-00;MILTON ROBINSON;;2008-03-25;2013-10-23;CANCELAMENTO A PEDIDO;CANCELADA;2013-10-23;SEDE;RUA BENTO GONÇALVES;2800 - SOBRELOJA;CENTRO;NOVO HAMBURGO;RS;93510138;51;33033444;executiveinv@executive.tur.br;
10.333.271/0001-12;MILVUS AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;;2009-01-22;2011-03-24;EXTINÇÃO;CANCELADA;2011-03-24;SEDE;RUA TENENTE BRITO MELO,1223;SALA 501;BARRO PRETO;BELO HORIZONTE;MG;30180070;031;40637011;rdacampos@yahoo.com.br;
24.239.637/0001-01;MINAS CAPITAL AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;MINAS CAPITAL AGENTES AUTONOMOS DE INVESTIMENTOS;2016-09-06;;;EM FUNCIONAMENTO NORMAL;2016-09-06;SEDE;AVENIDA PAULO GRACINDO 15 LOJA MIK 795 PISO 2;;GÁVEA;UBERLÂNDIA;MG;38411145;34;32558648;expansao@minascapital.com.br;
07.192.550/0001-07;MINAS TRADE AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;MINAS TRADE AGENTES AUTÔNOMOS DE INVESTIMENTOS LTDA;2005-04-07;2021-05-10;CANCELAMENTO A PEDIDO;CANCELADA;2021-05-11;SEDE;RUA GONÇALVES DIAS 1181 RUA GONÇALVES DIAS 1181;SALA 606;SAVASSI;BELO HORIZONTE;MG;30140097;31;25520123;jener@minastrade.com.br;www.minastrade.com.br
10.849.971/0001-64;MINT CAPITAL AGENTE AUTONOMO DE INVESTIMENTOS LTDA;;2009-08-05;2012-05-25;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2012-05-25;SEDE;RUA MARTINICA;290;JARDIM AMÉRICA;SOROCABA;SP;18046805;15;32227444;cassio@mintcapital.com.br;
30.221.926/0001-78;MINT INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;MINT INVESTIMENTOS AGENTE AUTONOMO DE INVESTIMENTOS EIRELI;2018-07-02;2019-03-31;CANCELAMENTO A PEDIDO;CANCELADA;2019-04-01;SEDE;Avenida Presidente Juscelino Kubitschek;2041/BL D 15 A;Vila Nova Conceição;SÃO PAULO;SP;4543011;11;32806222;operacoes@mintcapital.com.br;
10.493.494/0001-47;MINUANO - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;MINUANO - AGENTE AUTONOMO DE INVESTIMENTOS LTDA;2009-04-13;;;EM FUNCIONAMENTO NORMAL;2009-04-13;SEDE;RUA AGOSTINHO MENEZES;287;ANDARAI;RIO DE JANEIRO;RJ;20540150;21;22538515;luiz.minuano@hotmail.com;
29.788.468/0001-74;MITB AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;MITB AGENTE AUTÔNOMO DE INVESTIMENTOS EIRELI;2018-04-10;;;EM FUNCIONAMENTO NORMAL;2018-04-10;SEDE;Rua Joaquim Floriano;1120/8 andar;Itaim Bibi;SÃO PAULO;SP;4534002;11;35969870;fernandamoritz@folha.com.br;
06.087.970/0001-52;MITSUWA AGENTES AUTONOMOS DE INVESTIMENTOS LTDA.;;2004-10-22;2012-02-10;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2012-02-10;SEDE;RUA GASTÃO DA CUNHA, 590;APTO 92;VILA PAULISTA;SÃO PAULO;SP;4361090;11;30741256;hirocon@hirocon.com.br;
35.037.032/0001-46;MITZRAEL VINICIUS B. O. N. DA C. TASSINARI AGENTES AUTONOMOS DE INVESTIMENTO;MITZRAEL VINICIUS B. O. N. DA C. TASSINARI AGENTES AUTONOMOS DE INVESTIMENTO;2019-10-07;2020-10-31;CANCELAMENTO A PEDIDO;CANCELADA;2020-11-01;SEDE;Servidão Chrispim Filisbino Jacques;;Vargem Grande;FLORIANÓPOLIS;SC;88052617;48;99509397;primus.investimentos.aai@gmail.com;
11.188.673/0001-33;MIURA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;MIURA AGENTE AUTÔNOMO DE INVESTIMENTOS LTDA;2009-10-27;;;EM FUNCIONAMENTO NORMAL;2009-10-27;SEDE;RUA MARIA MONTEIRO 1513;;CAMBUÍ;CAMPINAS;SP;13025152;19;33655419;diego.ramiro@miurainvest.com.br;
21.969.312/0001-88;MIURA SP 139 AGENTE AUTONOMO DE INVESTIMENTOSS - EIRELI - ME;MIURA SP 139 AGENTE AUTONOMO DE INVESTIMENTOSS - EIRELI - ME;2015-05-19;2017-03-27;CANCELAMENTO A PEDIDO;CANCELADA;2017-03-28;SEDE;RUA MINISTRO WASHINGTON DE OLIVEIRA 301;;VILA BRASILANDIA;SÃO PAULO;SP;2845060;11;39210225;raphael-correia@outlook.com;
12.344.433/0001-43;MIX INVEST AGENTES AUTONOMOS DE INVESTIMENTOS LTDA;;2010-11-04;2013-09-30;CANCELAMENTO DE OFÍCIO - NÃO RECADASTRAMENTO ANCORD - INSTR. CVM Nº 497/2011;CANCELADA;2013-10-01;SEDE;R. OSORIO PALMELA 200/1501;;VARJOTA;FORTALEZA;CE;60150200;85;87837526;maialeitao@hotmail.com;
